债券名称
招商局蛇口工业区控股股份有限公司2018年度第一期超短期融资券
招金矿业股份有限公司2018年第一期中期票据
长沙市麓山城市建设投资有限责任公司2017年度第一期超短期融资券
长沙经济技术开发集团有限公司2018年度第一期中期票据
长春欧亚集团股份有限公司2018年度第一期中期票据
长春欧亚集团股份有限公司2018年度第一期超短期融资券
漳州市经济发展有限公司2017年度第一期中期票据
漳州市交通发展集团有限公司2018年度第一期短期融资券
张家口通泰控股集团有限公司2017年度第二期中期票据
张家港市直属公有资产经营有限公司2018年度第一期超短期融资券
张家港保税区金港资产经营有限公司2018年度第一期超短期融资券
张家港保税区金港资产经营有限公司2018年度第一期超短期融资券
运城市城市建设投资开发有限公司2017年度第一期中期票据
云天化集团有限责任公司2017年度第一期短期融资券
云南云内动力集团有限公司2018年度第一期中期票据
云南云内动力集团有限公司2018年度第一期超短期融资券
云南冶金集团股份有限公司2018年度第一期超短期融资券
云南锡业股份有限公司2018年度第一期超短期融资券
云南锡业股份有限公司2018年度第一期超短期融资券
云南铜业(集团)有限公司2018年度第一期短期融资券
云南世博旅游控股集团有限公司2018年度第一期短期融资券
云南省投资控股集团有限公司2018-2020年度债务融资工具
云南省能源投资集团有限公司2018-2020年度债务融资工具
云南省交通投资建设集团有限公司2018年度第二期中期票据
云南省公路开发投资有限责任公司2017年度第一期永续票据
云南省公路开发投资有限责任公司2017年度第二期中期票据
云南省工业投资控股集团有限责任公司2018年度第一期中期票据
云南省工业投资控股集团有限责任公司2018年度第二期超短期融资券
云南铝业股份有限公司2018年度第一期超短期融资券
悦达融资租赁有限公司2017年度第一期资产支持票据
岳阳林纸股份有限公司2017年度第一期短期融资券
月星集团有限公司2017年度第一期短期融资券
远东智慧能源股份有限公司2017年度第一期中期票据
远东国际租赁有限公司2018年度第一期永续票据
远东国际租赁有限公司2017年度第三期资产支持票据
榆林市城市投资经营集团有限公司2017年度第一期短期融资券
余姚市交通投资有限公司2017年度第一期中期票据
永泰控股集团有限公司2017年度第一期超短期融资券
永泰控股集团有限公司2017年度第一期超短期融资券
永城煤电控股集团有限公司2018年度第三期超短期融资券
永城煤电控股集团有限公司2018年第一期短期融资券
鹰潭市投资公司2018年度第一期中期票据
义乌市国有资本运营有限公司2018年度第一期短期融资券
义乌市国有资本运营有限公司2018年度第二期中期票据
宜华企业(集团)有限公司2018年度第一期超短期融资券
宜都市国通投资开发有限责任公司2017年度第一期中期票据
宜春市城市建设投资开发有限公司2018年第一期中期票据
伊犁哈萨克自治州财通国有资产经营有限责任公司2017年度第一期中期票据
阳泉煤业(集团)有限责任公司2018年度第七期中期票据
阳光城集团股份有限公司2017年度第一期资产支持票据
阳谷祥光铜业有限公司2018年度第一期超短期融资券
扬州市交通产业集团有限责任公司2017年度第一期中期票据
扬州市城建国有资产控股(集团)有限责任公司2017年度第一期超短期融资券
扬州经济技术开发区开发总公司2018年度第三期超短期融资券
扬州经济技术开发区开发总公司2018年第二期超短期融资券
兖矿集团有限公司2018-2020年度债务融资工具
盐城市交通控股集团有限公司2017年度第一期短期融资券
盐城市海兴投资有限公司2018年度第二期中期票据
盐城市海兴投资有限公司2018年度第二期中期票据
盐城市国有资产投资集团有限公司2018年度第三期超短期融资券
盐城市国有资产投资集团有限公司2018年第一期短期融资券 
盐城市国有资产投资集团有限公司2017年度第一期永续票据
盐城东方投资开发集团有限公司2017年度第四期中期票据
盐城东方投资开发集团有限公司2017年度第三期中期票据
盐城东方投资开发集团有限公司2017年度第二期永续票据
烟台绿叶医药控股有限公司2017年度第一期短期融资券
雅砻江流域水电开发有限公司2018年度第一期中期票据
雅砻江流域水电开发有限公司2018年度第一期短期融资券
雅砻江流域水电开发有限公司2018年度第二期超短期融资券
徐州粤海水务有限责任公司2018年度第一期资产支持票据
徐州市新盛建设发展投资有限公司2017年度第三期中期票据 
徐州市新盛建设发展投资有限公司2017年度第二期中期票据
徐州矿务集团有限公司2018年第二期中期票据
徐州高新技术产业开发区国有资产经营有限公司2017年度第二期永续票据
宿迁市经济开发总公司2017年度第三期中期票据
兴化市城市建设投资有限公司2017年度第一期超短期融资券
邢台路桥建设总公司2018年度第一期超短期融资券
星辉互动娱乐股份有限公司2017年度第一期超短期融资券
信达投资有限公司2018年第一期中期票据
新誉集团有限公司2018年度第二期超短期融资券
新兴铸管股份有限公司2018年第一期短期融资券
新汶矿业集团有限责任公司2018年第一期超短期融资券
新汶矿业集团有限责任公司2018年度第一期中期票据
新疆众和股份有限公司2018年度第一期短期融资券 
新疆中泰(集团)有限责任公司2018年度第二期中期票据
新疆投资发展(集团)有限责任公司2018年度第一期中期票据
新疆投资发展(集团)有限责任公司2018年度第一期超短期融资券
新疆投资发展(集团)有限责任公司2017年度第二期永续票据
新疆生产建设兵团建设工程(集团)有限责任公司2017年度第一期永续票据
新疆生产建设兵团第十二师国有资产经营（集团）有限责任公司2018年度第一期超短期融资券
新疆绿原国有资产经营集团有限公司2018年度第一期超短期融资券
新疆金风科技股份有限公司2018年度第一期超短期融资券
新疆金风科技股份有限公司2018年度第二期超短期融资券
新疆交通建设投资控股有限公司2017年度第一期中期票据
新疆交通建设投资控股有限公司2017年度第一期超短期融资券
新疆广汇实业投资（集团）有限责任公司2018年度第四期短期融资券
新疆广汇实业投资(集团)有限责任公司2017年度第一期中期票据
新疆昌源水务集团有限公司2018年度第一期中期票据
新疆北新路桥集团股份有限公司2018年度第一期中期票据
新华联文化旅游发展股份有限公司2017年度第一期中期票据
新华联控股有限公司2018年度第一期超短期融资券
新华联控股有限公司2018年度第一期永续票据
新华都实业集团股份有限公司2018年第一期超短期融资券
新城控股集团股份有限公司2018年第一期资产支持票据
新城控股集团股份有限公司2018年第一期超短期融资券
新城控股集团股份有限公司2018年第二期中期票据
新城控股集团股份有限公司2017年度第四期永续票据
襄阳市建设投资经营有限公司2017年度第一期永续票据
现代牧业(集团)有限公司2017年度第一期短期融资券
西王集团有限公司2017年度第三期短期融资券
西宁经济技术开发区投资控股集团有限公司2018年度第一期中期票据
西部矿业集团有限公司2018年度第二期中期票据
西安世园投资(集团)有限公司2017年度第一期中期票据
西安曲江文化产业投资(集团)有限公司2017年度第一期短期融资券
西安高新控股有限公司2017年度第一期超短期融资券
西安高新技术产业风险投资有限责任公司2017年度第一期中期票据
物美控股集团有限公司2018年度第一期中期票据
武汉中央商务区投资控股集团有限公司2018年度第一期永续票据
武汉中央商务区投资控股集团有限公司2018年度第二期永续票据
武汉正通联合实业投资集团有限公司2018年度第一期中期票据
武汉新港建设投资开发集团有限公司2018年第一期中期票据
武汉市市政建设集团有限公司2018年度第一期超短期融资券
武汉市市政建设集团有限公司2017年度第一期永续票据
武汉洪山城市建设投资有限公司2017年度第一期中期票据
武汉国有资产经营有限公司2018年度第二期中期票据
武汉光谷联合集团有限公司2018年度第一期短期融资券
武汉光谷联合集团有限公司2018年度第一期超短期融资券
武汉工业控股集团有限公司2018年度第一期中期票据
武汉高科国有控股集团有限公司2017年度第一期永续票据
武汉港务集团有限公司2018年度第一期中期票据
武汉东湖高新集团股份有限公司2018年度第一期中期票据
武汉地铁集团有限公司2018年度第二期（超短期融资券）
武汉地产开发投资集团有限公司2018年度第三期中期票据
武汉当代明诚文化股份有限公司2017年度第一期短期融资券
吴江经济技术开发区发展总公司关于发行超短期融资券
无锡灵山文化旅游集团有限公司2017年度第一期中期票据
无锡产业发展集团有限公司2018年度第一期永续票据
乌鲁木齐经济技术开发区建设发展总公司2018年度第二期中期票据
乌鲁木齐高新投资发展集团有限公司2017年度第一期超短期融资券
温州市交通投资集团有限公司2018年度第一期超短期融资券
温州市公用事业投资集团有限公司2018年度第一期超短期融资券
温州市公用事业投资集团有限公司2017年度第一期中期票据
魏桥金融保理2018年度第一期中国宏桥供应链应付账款资产支持票据
潍坊水务投资有限责任公司2018年度第一期超短期融资券
潍坊滨海投资发展有限公司2018年度第一期超短期融资券
威海经济技术开发区国有资产经营管理公司2017年度第一期中期票据
万科企业股份有限公司2018年度第一期中期票据
万科企业股份有限公司2018年第一期超短期融资券
万丰奥特控股集团有限公司2018年度第一期中期票据
万丰奥特控股集团有限公司2018年度第一期短期融资券
铜陵大江投资控股有限公司2017年度第一期永续票据
桐昆集团股份有限公司2018年度第六期超短期融资券
同方股份有限公司2018年度第一期中期票据
通威股份有限公司2018年第一期超短期融资券
通鼎互联信息股份有限公司2018年度第一期中期票据
铁牛集团有限公司2018年度第一期中期票据
天音通信控股股份有限公司2017年度第一期中期票据
天士力医药集团股份有限公司关于发行中期票据
天士力医药集团股份有限公司2018年度第一期超短期融资券
天齐锂业股份有限公司2018年度第一期中期票据 
天津中环电子信息集团有限公司2017年度第一期短期融资券
天津天士力医药营销集团股份有限公司2017年度第一期资产支持票据
天津市西青经济开发总公司2017年度第一期短期融资券
天津市地下铁道集团有限公司2018年度第一期中期票据
天津市北辰区建设开发公司2017年度第一期中期票据
天津能源投资集团有限公司2018年度第一期中期票据
天津津融投资服务集团有限公司2018年度第二期短期融资券
天津津融投资服务集团有限公司2018年度第二期短期融资券
天津海泰控股集团有限公司2017年度第一期中期票据
天津轨道交通集团有限公司2018年度第一期短期融资券
天津港(集团)有限公司2018年度第一期超短期融资券
天津滨海新区建设投资集团有限公司2018年度第一期中期票据
腾邦集团有限公司2017年度第一期超短期融资券
唐山金融控股集团股份有限公司2017年度第一期中期票据
唐山冀东水泥股份有限公司2018年度第一期中期票据
泰州鑫泰集团有限公司2017年度第一期永续票据
泰州市交通产业集团有限公司2018年度第一期超短期融资券
泰兴市中兴国有资产经营投资有限公司2018年度第一期中期票据
泰山玻璃纤维有限公司2017年度第一期中期票据
泰禾集团股份有限公司2018年度第一期资产支持票据
泰豪科技股份有限公司2018年度第一期短期融资券
太原钢铁(集团)有限公司2018年度第一期中期票据
太仓港协鑫发电有限公司2018年度第一期中期票据
太仓东洋实业投资公司2017年度第一期中期票据
台州市路桥公共资产投资管理有限公司2018年度第一期超短期融资券
台州市金融投资有限责任公司2017年度第一期中期票据
台州市金融投资有限责任公司2017年度第一期超短期融资券
随州市城市投资集团有限公司2017年度第一期中期票据
睢宁县润企投资有限公司2017年度第一期中期票据
苏州协鑫新能源投资有限公司2017年度第一期中期票据
苏州市吴江城市投资发展有限公司2018年度第二期中期票据
苏州市吴江城市投资发展有限公司2018年度第二期中期票据
苏州市轨道交通集团有限公司2018年度第一期中期票据
苏州金螳螂企业(集团)有限公司2018年度第一期中期票据
苏州高新区国有资产经营公司2017年度第一期中期票据
苏州创元投资发展（集团）有限公司2018年第一期中期票据
苏州城市建设投资发展有限责任公司2017年度第二期超短期融资券
四川长虹电子控股集团有限公司2018年度第一期超短期融资券
四川沱牌舍得集团有限公司2017年度第一期中期票据
四川省铁路产业投资集团有限责任公司2108年第四期中期票据
四川省能源投资集团有限责任公司2018-2020年度债务融资工具
四川省国有资产经营投资管理有限责任公司2018年度第一期中期票据
四川路桥建设集团股份有限公司2018年度第一期短期融资券
四川蓝光发展股份有限公司2018年度第一期短期融资券
四川蓝光发展股份有限公司2018年度第二期中期票据
四川科伦药业股份有限公司2018年度第一期短期融资券
四川九洲电器集团有限责任公司2018年度第一期中期票据
四川金鼎产融控股有限公司2017年度第一期短期融资券
四川简州城投有限公司2018年度第一期中期票据
四川高速公路建设开发集团有限公司2018年度第一期超短期融资券
四川港荣投资发展集团有限公司2018年度第一期中期票据
首钢集团有限公司2018-2020年度债务融资工具
首创置业股份有限公司2018年度第一期中期票据
石家庄以岭药业股份有限公司2017年度第一期超短期融资券
石家庄市交通投资开发有限公司2017年度第一期永续票据
石家庄滹沱新区投资开发有限公司2017年度第一期中期票据
石家庄国控投资集团有限责任公司2017年度第一期短期融资券
十堰市城市基础设施建设投资有限公司2017年度第一期中期票据
狮桥融资租赁(中国)有限公司2017年度第一期资产支持票据
神木市国有资产运营公司2018年度第一期中期票据
深圳市振业(集团)股份有限公司2017年度第一期中期票据
深圳市铁汉生态环境股份有限公司2017年度第一期超短期融资券
深圳市特区建设发展集团有限公司2018年度第一期中期票据
深圳市特发集团有限公司2018年度第一期中期票据
深圳市世纪海翔投资集团有限公司2017年度第一期资产支持票据
深圳市农产品股份有限公司2018年第一期超短期融资券
深圳市洪涛装饰股份有限公司2018年度第一期短期融资券
深圳市海王生物工程股份有限公司2018年度第一期短期融资券
深圳市东阳光实业发展有限公司2018年度第一期中期票据
深圳市创新投资集团有限公司2018年度第一期中期票据
深圳市创新投资集团有限公司2018年度第二期中期票据
深圳市百业源投资有限公司2017年度第四期中期票据
深圳世联行地产顾问股份有限公司2017年度第一期中期票据
深圳前海联捷商业保理有限公司关于公开发行前海联捷2018年度第一期兴捷供应链应付账款资产支持票据
深圳前海辉玥商业保理有限公司2018年度第一期资产支持票据
深圳翰宇药业股份有限公司2017年度第一期中期票据
深圳广田集团股份有限公司2018年度第一期中期票据
深业集团有限公司2018年度第一期超短期融资券
申能(集团)有限公司2018-2020年度超短期融资券
绍兴市上虞区水务集团有限公司2018年度第一期短期融资券
绍兴市上虞区国有资本投资运营有限公司2017年度第一期中期票据
绍兴市柯桥区中国轻纺城市场开发经营集团有限公司2018年度第一期中期票据
绍兴市柯桥区城建投资开发集团有限公司2017年度第一期中期票据
尚隽商业保理（上海）有限公司2018年度第一期资产支持票据
上饶投资控股集团有限公司2018年度第一期中期票据
上饶市城市建设投资开发集团有限公司2017年度第一期短期融资券
上海紫江（集团）有限公司2018年度第一期中期票据
上海中成融资租赁有限公司2017年度第一期资产支持票据
上海振华重工（集团）股份有限公司2018年第一期中期票据
上海长峰(集团)有限公司2017年度第一期中期票据
上海张江高科技园区开发股份有限公司2017年度第一期超短期融资券
上海圆通蛟龙投资发展（集团）有限公司2018年度第一期中期票据
上海永业企业(集团)有限公司2017年度第一期超短期融资券
上海永达投资控股集团有限公司2018年度第一期中期票据
上海永达投资控股集团有限公司2018-2020年度中期票据
上海外滩投资开发(集团)有限公司2018年度第一期中期票据
上海市北高新股份有限公司2017年度第一期中期票据
上海上报资产管理有限公司2018年度第一期中期票据
上海全筑建筑装饰集团股份有限公司2017年度第一期中期票据
上海强生控股股份有限公司2017年度第一期超短期融资券
上海临港经济发展(集团)有限公司2018年度第一期中期票据
上海均瑶(集团)有限公司2017年度第四期中期票据
上海华谊(集团)公司2018年度第一期中期票据
上海华谊(集团)公司2018年度第一期短期融资券
上海海立(集团)股份有限公司2018年第一期超短期融资券
上海国金租赁有限公司2018年度第一期资产支持票据
上海国际港务(集团)股份有限公司2018-2020年度债务融资工具
上海复星医药(集团)股份有限公司2018年度第一期中期票据
上海复星医药(集团)股份有限公司2018年度第一期超短期融资券
上海复星高科技(集团)有限公司2018年度第五期中期票据
上海复星高科技（集团）有限公司2018年度第六期中期票据
上海电气集团股份有限公司2018年度第一期中期票据
上海电力股份有限公司2018年度第二期超短期融资券
上海城开（集团）有限公司2018年度第一期中期票据
上海宝龙实业发展有限公司2017年度第一期超短期融资券
上海宝龙实业发展有限公司2017年度第二期中期票据
上海邦汇商业保理有限公司2018年度第三期通盈京东资产支持票据
上海邦汇商业保理有限公2018年度第一期通盈京东资产支持票据
陕西有色金属控股集团有限责任公司关于发行长期限含权中期票据
陕西投资集团有限2018年度第七期中期票据
陕西投资集团有限公司2018年度第六期中期票据
陕西省交通建设集团公司2018年度第四期中期票据
陕西省交通建设集团公司2018年度第三期长期限含权中期票据
陕西省交通建设集团公司2018年度第二期长期限含权中期票据
陕西省交通建设集团公司2018年度第一期中期票据
陕西省高速公路建设集团公司2018年度第一期超短期融资券
陕西煤业化工集团有限责任公司2018年度第三期短期融资券
陕西旅游集团有限公司2018年度第一期中期票据
陕西华山旅游集团有限公司2017年度第一期永续票据
杉杉集团有限公司2018年度第二期中期票据
山鹰国际控股股份公司2017年度第一期中期票据
山西振东制药股份有限公司2018年度第一期短期融资券
山西太钢不锈钢股份有限公司2018年度第二期中期票据
山西太钢不锈钢股份有限公司2017年度第三期中期票据
山西省投资集团有限公司2018年度第一期短期融资券
山西省经济建设投资集团有限公司2017年度第一期超短期融资券
山西省交通开发投资集团有限公司2017年度第一期永续票据
山西省国新能源发展集团有限公司2018年度第一期中期票据
山西能源交通投资有限公司关于注册发行2018-2020年度中期票据
山西能源交通投资有限公司2018年度第二期中期票据
山西煤炭进出口集团有限公司2018年度第一期短期融资券
山西潞安矿业(集团)有限责任公司2018年度第四期中期票据
山西潞安矿业(集团)有限责任公司2018年度第八期超短期融资券
山西潞安矿业(集团)有限责任公司2017年度第四期永续票据
山西兰花煤炭实业集团有限公司2018年第一期短期融资券
山西兰花煤炭实业集团有限公司2017年度第一期中期票据
山西兰花科技创业股份有限公司2018年度第一期短期融资券
山西晋城无烟煤矿业集团有限责任公司2018年第六期超短期融资券
山西晋城无烟煤矿业集团有限责任公司2018年度第七期超短期融资券
山东省商业集团有限公司2018年度第十二期超短期融资券
山东省路桥集团有限公司2018年度第一期永续票据
山东省金融资产管理股份有限公司2017年度第一期中期票据
山东三星集团有限公司2018年度第二期中期票据
山东如意科技集团有限公司2018年度第一期短期融资券
山东金鲁班集团有限公司2018年度第一期中期票据
山东核电有限公司2018年度第一期超短期融资券
山东海洋集团有限公司2018年度第一期永续票据
山东公用控股有限公司2018年第一期短期融资券
山东公用控股有限公司2017年度第一期中期票据
山东公用控股有限公司2017年度第一期超短期融资券
山东高速集团有限公司关于统一注册2018-2020年度债务融资工具
山东钢铁集团有限公司2018年度第四期短期融资券
山东钢铁集团有限公司2018年度第一期短期融资券
山东钢铁集团有限公司2018年度第二期票据
山东大众报业(集团)有限公司2018年度第一期中期票据
山东大众报业(集团)有限公司2018年度第一期超短期融资券
山东奥德燃气有限公司2017年度第一期中期票据
厦门住宅建设集团有限公司2018年度第一期中期票据
厦门信达股份有限公司2018年度第一期短期融资券
厦门象屿集团有限公司关于发行中期票据
厦门象屿股份有限公司2018年度第一期中期票据
厦门夏商集团有限公司2018年度第一期中期票据
厦门经济特区房地产开发集团有限公司2017年度第一期中期票据
厦门经济特区房地产开发集团有限公司2017年度第二期中期票据
厦门金龙汽车集团股份有限公司2018年度第一期中期票据
厦门建发集团有限公司2018-2020年度债务融资工具
厦门建发集团有限公司2018-2020年度债务融资工具
厦门恒驰汇通融资租赁有限公司2018年度第一期资产支持票据
厦门国贸控股集团有限公司2017年度第一期超短期融资券
厦门国贸集团股份有限公司2018年第一期中期票据
厦门国贸集团股份有限公司2018年第九期超短期融资券
厦门国贸集团股份有限公司2018-2020年度债务融资工具
厦门国际港务股份有限公司2018年度第一期超短期融资券
三一集团有限公司2018年度第一期超短期融资卷
润华集团股份有限公司2018年度第二期短期融资券
润华集团股份有限公司2018年度第一期短期融资券
润华集团股份有限公司2017年度第一期中期票据
瑞康医药股份有限公司2017年度第一期资产支持票据
乳山市国有资本运营有限公司2017年度第一期中期票据
如皋市经济贸易开发总公司2018年度第三期中期票据
人福医药集团股份公司2018年度第一期超短期融资券
人福医药集团股份公司2017年度第二期永续票据
泉州市城建国有资产投资有限公司2018年度第一期中期票据
泉州城建集团有限公司2018年度第一期短期融资券
青岛水务集团有限公司2017年度第一期超短期融资券
青岛胶州湾发展有限公司2017年度第一期中期票据
青岛黄岛发展(集团)有限公司2018年度第一期超短期融资
青岛国信发展(集团)有限责任公司2018年度第一期超短期融资券
青岛国信发展(集团)有限责任公司2018年度第一期超短期融资券
青岛城市建设投资（集团）有限责任公司2018年度第一期中期票据
青岛城市建设投资（集团）有限责任公司2018年度第一期中期票据
钦州市滨海新城置业集团有限公司2018年度第一期中期票据
蔷薇商业保理有限公司关于发行蔷薇保理-建发房产供应链应付账款2018年度第一期资产支持票据
普洛斯洛华中国海外控股（香港）有限公司2018年度第一期中期票据
濮阳市投资集团公司2017年度第一期中期票据
萍乡市汇丰投资有限公司2017年度第一期中期票据
平湖市国有资产控股集团有限公司2017年度第一期中期票据
平安国际融资租赁有限公司2018年度第一期小微租赁资产支持票据
平安不动产有限公司2018年第三期中期票据
平安不动产有限公司2018年第二期中期票据
邳州市恒润城市投资有限公司2017年度第一期中期票据
